,conv_id,context,prompt,speaker_utterance,listener_utterance,empathy,pred,empathy_red
280,hit:11772_conv:23545,content,One time I got a week's vacation from work. I got to spend a lot of time watching my favorite shows,I have got a week off from work. Time to sleep in and binge watch my favorite shows.,What shows are your favorite? That must be nice.,3,3,3
282,hit:8420_conv:16841,nostalgic,Watching some old movies_comma_ it was nice seeing how good they were. Especially disney movies.,I like old disney movies most_comma_ especially osmosis jones.,Those are good too. I never saw that one,3,3,3
286,hit:4809_conv:9619,prepared,I'm going camping this weekend. I'm going to make sure that I have all of the supplies that I need.,I am going camping with my kids this weekend.,How fun! In a tent or an RV?,3,3,3
290,hit:3439_conv:6878,angry,i was pissed when the gate was left open and our dog got out,i was pissed when the gate was left open and our dog got out,Oh no. Did it run off or stay close by?,2,2,3
293,hit:171_conv:342,grateful,I was incredibly grateful when job payment came through *just* in the nick of time. I went from feeling scared and desperate to grateful and optimistic.,Absolutely. You go from scared and desperate to grateful and optimistic in one quick moment! It is not a situation I wish to be in again.,Oh I am sure. I would not like to be in a situation like that. Good thing everything worked out for you.,3,3,3
294,hit:2024_conv:4048,afraid,when i was going for an interview i had a crazy feeling,no i had to take it the way it was,Maybe it went better than you thought! If not_comma_ you still gained some experience from the day.,3,3,3
295,hit:9144_conv:18244,caring,i loved taking care of my sisters pet,its a bearded dragon.. no i dont want it as i already have two of my own .. however she has a little baby one,Hmm_comma_ I do not think I have ever known anyone who has a bearded dragon before actually. That is really cool though! Did you let the two of y'alls bearded dragons ever interact?,3,3,3
296,hit:679_conv:1358,anticipating,My current employer has financial difficulties. It has layoff 25% of the employees. I started to look for another job. I am expecting to be part of the next layoff.,My current employer has financial difficulties. It has layoff 25% of the employees. I started to look for another job. I am expecting to be part of the next layoff.,Ouch_comma_ that really sucks. What kind of industry do you work in? ,3,3,3
303,hit:6584_conv:13169,content,so happy i don't have to live in an apartment anymore. a house is so much more free,feels good man,I am sure it does,1,1,1
306,hit:7664_conv:15328,disappointed,I was hoping to go to this wonderful writing contest. I signed up and everything. Then circumstances changed and I had to cancel. I felt so bad that I wouldn't be able to go. ,We thought we were going to have to move at the exact same time. It turns out we did not move after all! But it still would have been hard because it was so expensive.,Im sorry you that happend to you.  DO you write books?,3,3,3
309,hit:11719_conv:23439,sentimental,Last month when I was cleaning out the attic I found a box of old photo albums. It was really good to relive all the old memories.,Last month cleaning out the attic I found a old box of photo albums that had belonged to my mother.,Oh cool. Were there any good picture in there?,3,3,3
310,hit:7729_conv:15458,joyful,I had some financial problems. I finally paid all my debts. It is a big relief. I am so happy.,Yes_comma_ now I think about the future. That is nice.,I am glad to hear it. It is a lot more productive to focus on the future than the past.,3,3,3
314,hit:5388_conv:10777,lonely,now that I am married I no longer feel I don't have a companion,Well_comma_ I do not feel lonely anymore because I just got married buddy,im sorry_comma_ i read that wrong. i am very happy for you!,3,3,3
316,hit:7767_conv:15535,hopeful,I just applied for financing on a new car.  My credit is not well established_comma_ but I am praying that I get approved!,I just applied for financing on a new car. My credit is not well established_comma_ but I am praying that I get approved!,I wish you the best of luck! ,3,3,3
318,hit:4166_conv:8332,anxious,I am not looking forward to my job interview_comma_ I do not want to do poorly,I am not looking forward to my job interview_comma_ I do not want to do poorly,You are going to nail it I bet. When is it? ,2,2,3
320,hit:860_conv:1720,jealous,I am so jealous my best friend just won the lotto.,I am so mad at my best friend. She won the lotto last week.,Wow! How much was it?,3,3,3
321,hit:5784_conv:11568,prepared,I went into that interviewing knowing i could answer any question they threw at me,I went into that interviewing knowing i could answer any question they threw at me,Yeah - do you think it went well then?,3,3,3
324,hit:3321_conv:6643,excited,i got invited to a texas trip the other week.,i got invited to a trip to texas the other week,Who invited you?,1,1,1
329,hit:10882_conv:21764,hopeful,We moved to a new area and my son needed to start a new school.  I was worried he would have trouble adjusting_comma_ but knew it would work out.,Just across town_comma_ not to far.  My 10-yr old had to start a new school.,Oh_comma_ that does not seem like such hard work. It is fun to move into new houses. I like moving around.,3,3,3
333,hit:10549_conv:21099,embarrassed,I called someone by the wrong name earlier today. I met them a long time ago and I guess it didn't stick properly in my brain.,They were ok with it_comma_ but I hope I did not hurt their feelings.,I think they will get over it. Most people understood that not everyone is going to remember every little thing.,3,3,3
336,hit:12434_conv:24469,trusting,My brother has offered to drive me somewhere tomorrow for lunch. I just have a feeling its going to be fun,No_comma_ its just him being nice,That is nice. I wish my brothers did that for me.,3,3,3
337,hit:10550_conv:21100,content,I really enjoy going out and skating with my kids in the evening. Its the most fun part of my day.,It can be scary some times_comma_ but its worth it.,Is it though? haha. If you can do it without falling down then you are doing better than me. Probably a good bonding experience i would imagine.,3,3,3
341,hit:5641_conv:11283,surprised,This little girl was dancing at her family's restaurant. She's gonna be a star.,I think it was hiphop. She is really talented.,Wow_comma_ sounds pretty impressive!,3,3,3
342,hit:258_conv:516,surprised,I was so surprized on the night of my graduation my parents bought me a new car!,I think the best day of my life was when i got a car for graduation. The day started with my mom giving me hints and such. I was wondering but thought it wasnt possible so I just refocused.,That is so sweet and fortunate that she was able to do that for you. I wish I could do that.,3,3,3
343,hit:385_conv:770,surprised,I just found out that my sister and her husband are pregnant. They are great people and I hope they will be amazing parents!,I was very surprised. She did not tell a single person they were trying for a baby. Just announced it on the 4th of July,Ha!  What a neat day to announce it - did they do any special kind of announcement?  I see so many videos of interesting and neat ways to make that announcement.,3,3,3
344,hit:7459_conv:14919,embarrassed,I passed gas while on my first date with a girl last night. I didn't mean to_comma_ it just slipped out.,I was on my first date with a girl last night and I accidentally passed gas during dinner.,that must have been embarrassing_comma_ how did you recover?,3,3,3
346,hit:7752_conv:15505,sad,My mom called me last week to let me know our childhood dog passed away,He died of old age. He could barely walk so they put him down. Yeah pretty bad news. It made my day blue,it must must a very much hard time for you and your family ,3,3,3
347,hit:3172_conv:6345,content,I remember feeling so blissful after the births of my children. Such a sense of peace and relief and possiblity.,I was so blissful after the births of both my girls. Such a sense of peace and relief on both a mental and physical level!,I wish I could relate. I am a male_comma_ so I will never know the pain and/or the reward that comes with growing a human being inside your body. It is such an impressive thing to go through_comma_ and no matter what_comma_ mothers will never get enough credit. You deserve serious props. What ages are they now?,3,3,3
